ID,Variant ID,Handle,Inventory Available: 2 bergin,Variant Price,Variant Compare At Price,Variant Inventory Tracker
8078165606592,45576392081600,alexander-mcqueen-am0392s,1,271.23,562.50,shopify
8078165704896,45576392179904,alexander-mcqueen-am0403s,1,345.00,825.00,shopify
8078165737664,45576392212672,alexander-mcqueen-am0409s,3,350.53,727.50,shopify
8078165868736,45576395391168,alexander-mcqueen-am0412s,4,339.48,810.00,shopify
8078165967040,45576395555008,alexander-mcqueen-am0445s,1,370.75,787.50,shopify
8078165999808,45576395587776,alexander-mcqueen-am0447s,1,436.19,907.50,shopify
8078166065344,45576395653312,alexander-mcqueen-am0458s,1,487.20,765.00,shopify
8078166098112,45576395686080,altuzarra-az0005s,0,215.99,395.00,shopify
8078166098112,45627678916800,altuzarra-az0005s,2,269.99,592.50,shopify
8078166163648,45576395784384,altuzarra-az0009s,0,191.99,345.00,shopify
8078166163648,45627681407168,altuzarra-az0009s,2,239.99,517.50,shopify
8078166229184,45576395817152,anne-klein-ak7024,2,74.09,211.50,shopify
8078166327488,45576395948224,anne-klein-ak7062,1,128.12,208.50,shopify
8078166393024,45576396013760,anne-klein-ak7069,1,132.00,228.00,shopify
8078166425792,45576396046528,anne-klein-ak7071,1,124.50,217.50,shopify
8078166458560,45576396079296,anne-klein-ak7077,1,134.98,217.50,shopify
8078166491328,45576396112064,anne-klein-ak7079,2,84.77,202.50,shopify
8078166556864,45576396210368,arnette-an4182-hot-shot,5,80.61,117.00,shopify
8078166556864,45576396243136,arnette-an4182-hot-shot,4,101.34,147.00,shopify
8078166556864,45576396275904,arnette-an4182-hot-shot,1,62.40,117.00,shopify
8078166655168,45576396374208,arnette-an4185-slickster,2,62.40,117.00,shopify
8078166655168,45576396406976,arnette-an4185-slickster,15,80.25,147.00,shopify
8078166655168,45576396439744,arnette-an4185-slickster,13,101.34,147.00,shopify
8078166655168,45576396472512,arnette-an4185-slickster,5,80.61,117.00,shopify
8078166720704,45576396505280,arnette-an4202-fastball,7,85.32,163.50,shopify
8078166753472,45576396832960,arnette-an4242-fastball-2-0,1,101.34,147.00,shopify
8078166950080,45576397062336,arnette-an4251-stripe,13,80.25,147.00,shopify
8078166950080,45576397095104,arnette-an4251-stripe,9,63.86,117.00,shopify
8078166950080,45576397127872,arnette-an4251-stripe,0,81.99,98.00,shopify
8078166950080,45576397160640,arnette-an4251-stripe,0,93.99,53.74,shopify
8078166950080,45576397193408,arnette-an4251-stripe,13,80.25,147.00,shopify
8078166982848,45576397226176,arnette-an4257-urca,3,62.40,117.00,shopify
8078166982848,45576397258944,arnette-an4257-urca,0,67.99,98.00,shopify
8078167081152,45576397390016,arnette-an4258-lastarria,1,94.59,186.00,shopify
8078167113920,45576397422784,arnette-an4272-adios-baby,1,94.17,141.00,shopify
8078167277760,45576397619392,arnette-an4277-pykkewin,1,89.63,156.00,shopify
8078167310528,45576397652160,arnette-an4280-wolflight,1,83.39,163.50,shopify
8078167376064,45576397717696,arnette-an4283-shyguy,2,78.44,147.00,shopify
8078167376064,45576397750464,arnette-an4283-shyguy,0,52.99,98.00,shopify
8078167474368,45576397848768,arnette-an4290-uka-uka,1,96.12,139.50,shopify
8078167474368,45576397881536,arnette-an4290-uka-uka,5,74.40,139.50,shopify
8078167539904,45576397947072,arnette-an4291-cortex,2,59.70,109.50,shopify
8078167539904,45576397979840,arnette-an4291-cortex,9,76.13,139.50,shopify
8078167539904,45576398012608,arnette-an4291-cortex,1,72.63,139.50,shopify
8078167572672,45576398045376,arnette-an4293-gto,1,76.59,148.50,shopify
8078167670976,45576398176448,arnette-an4298-bandra,1,107.63,156.00,shopify
8078167703744,45576398209216,arnette-an4302-catfish,17,85.25,156.00,shopify
8078167703744,45576398241984,arnette-an4302-catfish,3,67.19,126.00,shopify
8078167703744,45576398274752,arnette-an4302-catfish,7,67.26,126.00,shopify
8078167703744,45576398307520,arnette-an4302-catfish,0,62.99,104.00,shopify
8078167703744,45576398340288,arnette-an4302-catfish,0,124.80,68.20,shopify
8078167703744,45576398373056,arnette-an4302-catfish,2,67.26,126.00,shopify
8078167703744,45576398405824,arnette-an4302-catfish,0,67.99,84.00,shopify
8078167703744,45576398438592,arnette-an4302-catfish,1,86.89,126.00,shopify
8078167736512,45576398471360,arnette-an4304-heist-3-0,1,71.03,139.50,shopify
8078167769280,45576398504128,arnette-an4316-c-roll-0an4316,3,50.23,94.50,shopify
8078167802048,45576398569664,arnette-an4318-thekidd-0an4318,1,108.85,157.50,shopify
8078167802048,45576398602432,arnette-an4318-thekidd-0an4318,6,84.25,157.50,shopify
8078167867584,45576398667968,arnette-an4322-mwamba-0an4322,5,76.13,139.50,shopify
8078167900352,45576398700736,arnette-an4326u-samhty-0an4326u,1,81.31,156.00,shopify
8078167900352,45576398733504,arnette-an4326u-samhty-0an4326u,3,79.55,156.00,shopify
8078167933120,45576398799040,arnette-an4331-ilum-0an4331,2,84.16,157.50,shopify
8078167998656,45576398897344,arnette-an4339-keia-0an4339,4,76.13,139.50,shopify
8078167998656,45627773616320,arnette-an4339-keia-0an4339,1,75.39,109.50,shopify
8078168031424,45576398930112,arnette-an4341-khim-0an4341,1,58.35,109.50,shopify
8078168064192,45576398962880,arnette-an4343-bigflip-0an4343,8,85.25,156.00,shopify
8078168096960,45576398995648,azzedine-ala-a-aa0022s,0,359.99,675.00,shopify
8078168096960,45627683406016,azzedine-ala-a-aa0022s,1,449.99,1012.50,shopify
8078168129728,45576399061184,azzedine-ala-a-aa0028s,0,372.99,540.00,shopify
8078168129728,45627688976576,azzedine-ala-a-aa0028s,1,412.25,810.00,shopify
8078168162496,45576399093952,azzedine-ala-a-aa0034s,2,412.50,727.50,shopify
8078168162496,45576399126720,azzedine-ala-a-aa0034s,1,409.49,727.50,shopify
8078168195264,45576399159488,azzedine-ala-a-aa0046s,1,375.00,645.00,shopify
8078168260800,45576399192256,azzedine-ala-a-aa0059s,21,324.54,645.00,shopify
8078168260800,45576399225024,azzedine-ala-a-aa0059s,2,411.60,645.00,shopify
8078168293568,45576399323328,azzedine-ala-a-aa0061s,1,285.92,727.50,shopify
8078168326336,45576399356096,azzedine-ala-a-aa0070s,18,365.94,727.50,shopify
8078168359104,45576399388864,azzedine-ala-a-aa0074s,15,312.25,600.00,shopify
8078168424640,45576399487168,balenciaga-bb0003s,0,382.99,490.00,shopify
8078168424640,45576399519936,balenciaga-bb0003s,0,336.99,490.00,shopify
8078168424640,45627686650048,balenciaga-bb0003s,9,353.73,735.00,shopify
8078168424640,45627686682816,balenciaga-bb0003s,2,345.56,735.00,shopify
8078168457408,45576399552704,balenciaga-bb0004s,0,382.99,490.00,shopify
8078168457408,45627686715584,balenciaga-bb0004s,1,478.33,735.00,shopify
8078168522944,45576399651008,balenciaga-bb0041s,0,413.99,530.00,shopify
8078168522944,45576399683776,balenciaga-bb0041s,0,413.99,530.00,shopify
8078168522944,45627686879424,balenciaga-bb0041s,2,386.78,795.00,shopify
8078168522944,45627686912192,balenciaga-bb0041s,3,516.94,795.00,shopify
8078168588480,45576399814848,balenciaga-bb0046s,1,371.08,570.00,shopify
8078168588480,45576399847616,balenciaga-bb0046s,0,170.99,380.00,shopify
8078168588480,45576399880384,balenciaga-bb0046s,1,238.74,570.00,shopify
8078168654016,45576400044224,balenciaga-bb0058sk,0,166.57,585.00,shopify
8078168686784,45576400076992,balenciaga-bb0069s,0,413.99,530.00,shopify
8078168686784,45627689009344,balenciaga-bb0069s,3,382.29,795.00,shopify
8078168752320,45576400273600,balenciaga-bb0080s,3,296.91,652.50,shopify
8078168817856,45576400502976,balenciaga-bb0095s,5,375.93,780.00,shopify
8078168817856,45576400535744,balenciaga-bb0095s,5,362.97,780.00,shopify
8078168817856,45576400568512,balenciaga-bb0095s,1,371.50,780.00,shopify
8078168817856,45576400601280,balenciaga-bb0095s,2,427.50,780.00,shopify
8078168817856,45576400634048,balenciaga-bb0095s,2,375.99,780.00,shopify
8078168817856,45576400666816,balenciaga-bb0095s,0,406.99,520.00,shopify
8078168817856,45576400699584,balenciaga-bb0095s,3,303.19,780.00,shopify
8078168817856,45627733704896,balenciaga-bb0095s,78,389.82,780.00,shopify
8078168883392,45576400732352,balenciaga-bb0096s,38,380.36,780.00,shopify
8078168883392,45576400765120,balenciaga-bb0096s,6,400.95,780.00,shopify
8078168883392,45576400797888,balenciaga-bb0096s,2,508.37,780.00,shopify
8078168883392,45576400830656,balenciaga-bb0096s,4,371.61,780.00,shopify
8078168883392,45576400863424,balenciaga-bb0096s,7,380.36,780.00,shopify
8078168883392,45576400896192,balenciaga-bb0096s,3,380.36,780.00,shopify
8078168883392,45576400928960,balenciaga-bb0096s,0,255.99,520.00,shopify
8078168883392,45576400961728,balenciaga-bb0096s,10,380.36,780.00,shopify
8078168883392,45576400994496,balenciaga-bb0096s,8,508.37,780.00,shopify
8078168883392,45576401027264,balenciaga-bb0096s,2,508.37,780.00,shopify
8078168883392,45576401060032,balenciaga-bb0096s,0,613.47,942.50,shopify
8078168883392,45627726463168,balenciaga-bb0096s,262,389.82,780.00,shopify
8078168883392,45627733737664,balenciaga-bb0096s,7,380.36,780.00,shopify
8078168916160,45576401125568,balenciaga-bb0102sa,2,314.07,652.50,shopify
8078168916160,45576401158336,balenciaga-bb0102sa,2,310.38,652.50,shopify
8078168916160,45576401191104,balenciaga-bb0102sa,1,424.71,652.50,shopify
8078168948928,45576401256640,balenciaga-bb0106s,6,371.08,570.00,shopify
8078168981696,45576401289408,balenciaga-bb0119s,3,327.52,735.00,shopify
8078169014464,45576401322176,balenciaga-bb0126s,1,371.08,570.00,shopify
8078169080000,45576401354944,balenciaga-bb0132s,3,314.07,652.50,shopify
8078169211072,45576401748160,balenciaga-bb0154s,2,349.56,735.00,shopify
8078169243840,45576401780928,balenciaga-bb0157s,16,382.29,795.00,shopify
8078169243840,45576401813696,balenciaga-bb0157s,33,377.79,795.00,shopify
8078169309376,45576401977536,balenciaga-bb0164s,1,314.99,607.50,shopify
8078169407680,45576402141376,balenciaga-bb0184sa-asian-fit,5,315.00,652.50,shopify
8078169407680,45576402206912,balenciaga-bb0184sa-asian-fit,4,352.13,652.50,shopify
8078169473216,45576402796736,balenciaga-bb0191s,1,369.11,795.00,shopify
8078169473216,45627707883712,balenciaga-bb0191s,86,389.82,795.00,shopify
8078169473216,45627707916480,balenciaga-bb0191s,102,389.82,795.00,shopify
8078169538752,45576402993344,balenciaga-bb0192s,5,412.49,795.00,shopify
8078169538752,45627708145856,balenciaga-bb0192s,11,389.82,795.00,shopify
8078169669824,45576403157184,balenciaga-bb0196sa-asian-fit,1,273.24,652.50,shopify
8078169702592,45576403189952,balenciaga-bb0207s,0,173.99,490.00,shopify
8078169702592,45641084993728,balenciaga-bb0207s,1,196.08,735.00,shopify
8078169768128,45576403222720,balenciaga-bb0212s,1,292.91,607.50,shopify
8078169800896,45576403419328,balenciaga-bb0215sa-asian-fit,1,396.83,607.50,shopify
8078169800896,45576403452096,balenciaga-bb0215sa-asian-fit,1,396.83,607.50,shopify
8078169833664,45576403484864,balenciaga-bb0227s,1,398.92,735.00,shopify
8078169866432,45576403550400,balenciaga-bb0228s,6,382.29,795.00,shopify
8078169866432,45576403583168,balenciaga-bb0228s,0,255.99,530.00,shopify
8078169866432,45627727184064,balenciaga-bb0228s,155,389.82,795.00,shopify
8078169931968,45576403648704,balenciaga-bb0229s,3,382.29,795.00,shopify
8078169931968,45576403681472,balenciaga-bb0229s,1,516.94,795.00,shopify
8078169931968,45576403714240,balenciaga-bb0229s,2,340.89,795.00,shopify
8078169964736,45576403747008,balenciaga-bb0231s,0,193.97,494.00,shopify
8078170161344,45576404140224,balenciaga-bb0237sa-asian-fit,2,349.56,735.00,shopify
8078170325184,45576404336832,balenciaga-bb0250s,1,299.99,607.50,shopify
8078170390720,45576404467904,balenciaga-bb0253s,1,416.97,877.50,shopify
8078170423488,45576404500672,balenciaga-bb0259s,1,349.56,735.00,shopify
8078170521792,45576404598976,balenciaga-bb0260s,5,478.33,735.00,shopify
8078170521792,45576404631744,balenciaga-bb0260s,3,349.67,735.00,shopify
8078170587328,45576404697280,balenciaga-bb0270s,1,345.56,735.00,shopify
8078170620096,45576404762816,balenciaga-bb0273sa-asian-fit,1,307.74,735.00,shopify
8078170652864,45576404795584,balenciaga-bb0277s,1,349.56,735.00,shopify
8078170685632,45576404828352,balenciaga-bb0305s,2,396.83,607.50,shopify
8078170718400,45576404861120,balenciaga-bb0307sa-asian-fit,1,290.00,607.50,shopify
8078170718400,45576404893888,balenciaga-bb0307sa-asian-fit,1,271.26,607.50,shopify
8078170751168,45576404959424,balenciaga-bb0315s,1,388.75,817.50,shopify
8078170783936,45576404992192,balenciaga-bb0324sk,1,371.50,780.00,shopify
8078170849472,45576405057728,bally-by0014-h-38086,1,187.50,322.50,shopify
8078170915008,45576405123264,banana-republic-br-1004-s,1,129.52,263.83,shopify
8078170980544,45576405188800,bebe-bb7170,1,148.43,238.50,shopify
8078171013312,45576405221568,bebe-bb7186,1,133.50,237.00,shopify
8078171111616,45576405319872,bebe-bb7231,1,134.98,249.00,shopify
8078171111616,45576405352640,bebe-bb7231,1,134.98,249.00,shopify
8078171242688,45576405647552,bebe-bb7257,1,114.69,265.50,shopify
8078171275456,45576405713088,bebe-bb7259,1,139.57,249.00,shopify
8078171308224,45576405745856,boss-orange-boss-1624-s,1,189.54,438.75,shopify
8078171340992,45576405778624,bottega-veneta-bv0094s,0,339.99,540.00,shopify
8078171340992,45627666596032,bottega-veneta-bv0094s,1,383.61,810.00,shopify
8078171406528,45576405844160,bottega-veneta-bv0198s,0,262.99,400.00,shopify
8078171406528,45627681243328,bottega-veneta-bv0198s,1,275.46,600.00,shopify
8078171439296,45576405876928,bottega-veneta-bv0210s,0,264.99,540.00,shopify
8078171439296,45576405909696,bottega-veneta-bv0210s,0,264.99,540.00,shopify
8078171439296,45576405942464,bottega-veneta-bv0210s,0,264.99,540.00,shopify
8078171439296,45627681308864,bottega-veneta-bv0210s,1,330.00,810.00,shopify
8078171439296,45627681341632,bottega-veneta-bv0210s,1,330.00,810.00,shopify
8078171439296,45627681374400,bottega-veneta-bv0210s,1,330.00,810.00,shopify
8078171472064,45576405975232,bottega-veneta-bv1002s,0,398.99,510.00,shopify
8078171472064,45627690025152,bottega-veneta-bv1002s,1,363.67,765.00,shopify
8078171504832,45576406008000,bottega-veneta-bv1005s,3,351.17,765.00,shopify
8078171537600,45576406040768,bottega-veneta-bv1012s,0,286.99,440.00,shopify
8078171537600,45576406073536,bottega-veneta-bv1012s,0,343.99,440.00,shopify
8078171537600,45576406106304,bottega-veneta-bv1012s,0,343.99,440.00,shopify
8078171537600,45576406139072,bottega-veneta-bv1012s,3,313.51,660.00,shopify
8078171537600,45627690057920,bottega-veneta-bv1012s,20,357.93,660.00,shopify
8078171537600,45627690090688,bottega-veneta-bv1012s,6,429.00,660.00,shopify
8078171537600,45677543227584,bottega-veneta-bv1012s,6,320.99,660.00,shopify
8078171635904,45576406237376,bottega-veneta-bv1031s,4,314.55,645.00,shopify
8078171635904,45576406270144,bottega-veneta-bv1031s,6,314.55,645.00,shopify
8078171668672,45576406302912,bottega-veneta-bv1035s,7,441.17,765.00,shopify
8078171734208,45576406401216,bottega-veneta-bv1036s,2,252.52,705.00,shopify
8078171766976,45576406433984,bottega-veneta-bv1042sa-asian-fit,3,313.51,660.00,shopify
8078171898048,45576406597824,bottega-veneta-bv1053sa-asian-fit,2,268.05,562.50,shopify
8078171930816,45576406630592,bottega-veneta-bv1058s,1,396.00,742.50,shopify
8078171963584,45576406696128,bottega-veneta-bv1069s,3,361.13,705.00,shopify
8078171996352,45576406728896,bottega-veneta-bv1082sk,0,343.99,286.00,shopify
8078171996352,45576406761664,bottega-veneta-bv1082sk,5,313.51,660.00,shopify
8078172061888,45576406827200,bottega-veneta-bv1092s,2,307.32,645.00,shopify
8078172094656,45576406859968,bottega-veneta-bv1093s,9,277.49,705.00,shopify
8078172127424,45576406892736,bottega-veneta-bv1094sa-asian-fit,1,266.87,645.00,shopify
8078172192960,45576406991040,bottega-veneta-bv1099s,2,497.64,765.00,shopify
8078172258496,45576407089344,bottega-veneta-bv1103s,1,406.50,810.00,shopify
8078172291264,45576407122112,bottega-veneta-bv1101s,5,429.00,660.00,shopify
8078172291264,45576407154880,bottega-veneta-bv1101s,2,429.00,660.00,shopify
8078172291264,45649917280448,bottega-veneta-bv1101s,7,320.99,660.00,shopify
8078172356800,45576407384256,bottega-veneta-bv1108sa-asian-fit,1,429.00,660.00,shopify
8078172389568,45576407449792,bottega-veneta-bv1112sa-asian-fit,1,359.99,765.00,shopify
8078172422336,45576407515328,bottega-veneta-bv1119s,2,459.03,705.00,shopify
8078172455104,45576407482560,bottega-veneta-bv1121s,6,310.89,645.00,shopify
8078172455104,45677628653760,bottega-veneta-bv1121s,6,314.55,645.00,shopify
8078172487872,45576407548096,bottega-veneta-bv1122s,3,497.64,765.00,shopify
8078172487872,45576407580864,bottega-veneta-bv1122s,0,398.99,331.76,shopify
8078172487872,45640783921344,bottega-veneta-bv1122s,0,612.99,233.89,shopify
8078172586176,45576407711936,bottega-veneta-bv1142s,1,673.53,1035.00,shopify
8078172586176,45576407744704,bottega-veneta-bv1142s,0,341.99,690.00,shopify
8078172618944,45576407777472,bottega-veneta-bv1128s,4,356.89,742.50,shopify
8078172618944,45576407810240,bottega-veneta-bv1128s,9,361.09,742.50,shopify
8078172651712,45576407843008,bottega-veneta-bv1143s,1,302.70,765.00,shopify
8078172651712,45627721482432,bottega-veneta-bv1143s,51,350.83,765.00,shopify
8078172651712,45736723906752,bottega-veneta-bv1143s,0,304.06,663.00,shopify
8078172684480,45576407875776,bottega-veneta-bv1144s,1,363.67,765.00,shopify
8078172684480,45627721515200,bottega-veneta-bv1144s,108,350.83,765.00,shopify
8078172750016,45576407974080,bottega-veneta-bv1146s,3,420.42,645.00,shopify
8078172782784,45576408039616,bottega-veneta-bv1151sa-asian-fit,1,337.50,645.00,shopify
8078172815552,45576408006848,bottega-veneta-bv1160sa-asian-fit,5,320.99,660.00,shopify
8078172848320,45576408072384,bottega-veneta-bv1167s,5,615.00,1260.00,shopify
8078172881088,45576408105152,bottega-veneta-bv1176s,1,527.67,810.00,shopify
8078172913856,45576408170688,bottega-veneta-bv1177s,1,334.19,810.00,shopify
8078172979392,45576408203456,bottega-veneta-bv1186s,6,527.67,810.00,shopify
8078173012160,45576408236224,bottega-veneta-bv1178s,3,449.92,810.00,shopify
8078173077696,45576408367296,bottega-veneta-bv1189s,5,363.67,765.00,shopify
8078173077696,45576408400064,bottega-veneta-bv1189s,1,497.64,765.00,shopify
8078173110464,45576408432832,bottega-veneta-bv1191s,9,307.25,645.00,shopify
8078173110464,45660256927936,bottega-veneta-bv1191s,1,307.25,645.00,shopify
8078173143232,45576408465600,bottega-veneta-bv1198sa-asian-fit,2,385.62,810.00,shopify
8078173143232,45576408498368,bottega-veneta-bv1198sa-asian-fit,1,527.67,810.00,shopify
8078173241536,45576408629440,bottega-veneta-bv1213s,3,307.25,645.00,shopify
8078173274304,45576408662208,bottega-veneta-bv1217s,8,372.33,765.00,shopify
8078173274304,45576408694976,bottega-veneta-bv1217s,21,372.33,765.00,shopify
8078173339840,45576409022656,bottega-veneta-bv1218s,2,391.90,825.00,shopify
8078173470912,45576413085888,bottega-veneta-bv1230s,1,673.53,1035.00,shopify
8078173470912,45576413118656,bottega-veneta-bv1230s,4,492.22,1035.00,shopify
8078173503680,45576413151424,bottega-veneta-bv1237s,5,261.05,660.00,shopify
8078173503680,45627740520640,bottega-veneta-bv1237s,2,313.51,660.00,shopify
8078173536448,45576413184192,bottega-veneta-bv1236s,1,429.00,660.00,shopify
8078173536448,45576413216960,bottega-veneta-bv1236s,1,276.00,660.00,shopify
8078173569216,45576413249728,bottega-veneta-bv1249s,14,354.69,727.50,shopify
8078173569216,45576413282496,bottega-veneta-bv1249s,1,474.04,727.50,shopify
8078173569216,45677841252544,bottega-veneta-bv1249s,5,354.69,727.50,shopify
8078173634752,45576413380800,bottega-veneta-bv1253s,0,325.32,500.50,shopify
8078173634752,45627754971328,bottega-veneta-bv1253s,0,462.99,250.25,shopify
8078173667520,45576413413568,bottega-veneta-bv1255sa-asian-fit,1,375.38,577.50,shopify
8078173667520,45627755004096,bottega-veneta-bv1255sa-asian-fit,1,274.32,577.50,shopify
8078173700288,45576413446336,bottega-veneta-bv1265s,1,346.44,727.50,shopify
8078173700288,45576413479104,bottega-veneta-bv1265s,0,582.99,233.71,shopify
8078173798592,45576413610176,bottega-veneta-bv1287sa-asian-fit,1,420.42,645.00,shopify
8078173831360,45576413642944,bottega-veneta-bv1291s,1,274.32,577.50,shopify
8078173864128,45576413675712,bottega-veneta-bv1292s,1,274.32,577.50,shopify
8078173896896,45576413708480,bottega-veneta-bv1305s,6,452.58,930.00,shopify
8078173962432,45576413872320,boucheron-bc0067s,0,845.99,1090.00,shopify
8078173962432,45627682554048,boucheron-bc0067s,1,676.51,1635.00,shopify
8078173995200,45576413905088,boucheron-bc0121s,1,974.99,1635.00,shopify
8078174027968,45576413937856,boucheron-bc0124s,2,671.60,1200.00,shopify
8078174060736,45576413970624,boucheron-bc0126s,1,589.35,1410.00,shopify
8078174126272,45576414068928,brendel-906098,1,184.48,218.85,shopify
8078174191808,45576414396608,brioni-br0066s,0,347.99,525.00,shopify
8078174191808,45627689205952,brioni-br0066s,3,434.99,787.50,shopify
8078174224576,45576414429376,brioni-br0083s,0,449.99,580.00,shopify
8078174224576,45627696414912,brioni-br0083s,1,425.97,870.00,shopify
8078174290112,45576414494912,brioni-br0106s,0,202.99,800.00,shopify
8078174290112,45627727610048,brioni-br0106s,1,737.10,1200.00,shopify
8078174519488,45576414789824,burberry-be3074,20,175.27,360.00,shopify
8078174552256,45576414822592,burberry-be3080,60,216.39,444.00,shopify
8078174650560,45576414953664,burberry-be3117-holborn,1,189.45,397.50,shopify
8078174683328,45576414986432,burberry-be3122-tara,3,302.42,496.50,shopify
8078174716096,45576415019200,burberry-be3125-oliver,16,216.39,444.00,shopify
8078174716096,45576415051968,burberry-be3125-oliver,6,270.21,444.00,shopify
8078174716096,45576415084736,burberry-be3125-oliver,11,252.94,519.00,shopify
8078174781632,45576415183040,burberry-be3127d,1,211.47,444.00,shopify
8078174814400,45576415215808,burberry-be3129-ruby,1,221.99,421.50,shopify
8078174912704,45576415412416,burberry-be3130-webb,1,277.98,456.00,shopify
8078174945472,45576415445184,burberry-be3133-daphne,4,270.21,444.00,shopify
8078174945472,45576415477952,burberry-be3133-daphne,3,256.77,421.50,shopify
8078174945472,45576415510720,burberry-be3133-daphne,20,270.21,444.00,shopify
8078174945472,45576415543488,burberry-be3133-daphne,5,242.17,496.50,shopify
8078174978240,45576415609024,burberry-be3135-scott,0,355.99,145.41,shopify
8078174978240,45576415641792,burberry-be3135-scott,1,233.28,496.50,shopify
8078175011008,45576415674560,burberry-be3137-bella,7,278.08,570.00,shopify
8078175043776,45576415707328,burberry-be3139-ozwald,2,229.33,481.50,shopify
8078175076544,45576415772864,burberry-be3143-alexis-0be3143,2,231.57,486.00,shopify
8078175142080,45576415805632,burberry-be3144-harper-0be3144,1,231.57,486.00,shopify
8078175174848,45576415871168,burberry-be3145d-dionne-0be3145d,3,233.56,486.00,shopify
8078175174848,45627760541888,burberry-be3145d-dionne-0be3145d,1,295.89,486.00,shopify
8078175207616,45576415903936,burberry-be3146,0,355.99,180.14,shopify
8078175207616,45576415936704,burberry-be3146,6,216.39,444.00,shopify
8078175207616,45576415969472,burberry-be3146,2,270.21,444.00,shopify
8078175240384,45576416035008,burberry-be3147,0,448.99,227.70,shopify
